basDt,srtnCd,isinCd,itmsNm,mrktCtg,clpr,vs,fltRt,mkp,hipr,lopr,trqu,trPrc,lstgStCnt,mrktTotAmt
20251125,017650,KR7017650003,대림제지,KOSDAQ,7170,-20,-.28,7190,7290,7170,2618,18832910,9000000,64530000000
20251125,017670,KR7017670001,SK텔레콤,KOSPI,53500,-600,-1.11,53900,54000,53500,741627,39796253350,214790053,11491267835500
20251125,017800,KR7017800004,현대엘리베이터,KOSPI,81500,1900,2.39,81800,82800,80900,278828,22777062050,39092385,3186029377500
20251125,017810,KR7017810003,풀무원,KOSPI,13250,-200,-1.49,13480,13650,13190,86130,1149196300,38120542,505097181500
20251125,017860,KR7017860008,DS단석,KOSPI,18700,-30,-.16,18800,19030,18570,49492,925971100,17584212,328824764400
20251125,017890,KR7017890005,한국알콜,KOSDAQ,10520,330,3.24,10240,10540,10240,50623,525958580,21273506,223797283120
20251125,017900,KR7017900002,광전자,KOSPI,1813,-57,-3.05,1839,1860,1804,45154,81962028,57943763,105052042319
20251125,017940,KR7017940008,E1,KOSPI,82900,-100,-.12,83400,84700,81700,21049,1751785050,6860000,568694000000
20251125,017960,KR7017960006,한국카본,KOSPI,26600,-600,-2.21,27700,27700,26400,377028,10128629875,51908452,1380764823200
20251125,018000,KR7018000000,유니슨,KOSDAQ,1143,-12,-1.04,1165,1189,1130,887115,1023812795,221714182,253419310026
20251125,018120,KR7018120006,진로발효,KOSDAQ,18780,60,.32,18850,18850,18660,2243,42016605,6621120,124344633600
20251125,018250,KR7018250001,애경산업,KOSPI,13420,-150,-1.11,13610,13700,13150,28631,386495815,26409935,354421327700
20251125,018260,KR7018260000,삼성에스디에스,KOSPI,167800,1000,.6,169000,169900,166900,100784,16939088750,77377800,12983994840000
20251125,018290,KR7018290007,브이티,KOSDAQ,19450,-520,-2.6,20050,20250,19370,245170,4827292885,34941838,679618749100
20251125,018310,KR7018310003,삼목에스폼,KOSDAQ,19700,-160,-.81,19900,19990,19630,5908,117021200,14700000,289590000000
20251125,018470,KR7018470005,조일알미늄,KOSPI,1234,-6,-.48,1245,1251,1221,387122,476933306,126631721,156263543714
20251125,018500,KR7018500009,동원금속,KOSPI,1271,-16,-1.24,1290,1298,1266,88385,113050736,46754933,59425519843
20251125,018620,KR7018620005,우진비앤지,KOSDAQ,860,-8,-.92,862,899,841,65121,57292879,28889293,24844791980
20251125,018670,KR7018670000,SK가스,KOSPI,243500,-3000,-1.22,248500,249500,242500,8762,2149156000,9245244,2251216914000
20251125,018680,KR7018680009,서울제약,KOSDAQ,2985,-60,-1.97,3045,3180,2980,10471,31533334,11659319,34803067215
20251125,018700,KR7018700005,바른손,KOSDAQ,890,-11,-1.22,901,910,890,30757,27629488,35119757,31256583730
20251125,018880,KR7018880005,한온시스템,KOSPI,3530,-50,-1.4,3625,3670,3455,1888866,6666152966,678762552,2396031808560
20251125,019010,KR7019010008,베뉴지,KOSDAQ,2440,10,.41,2430,2445,2415,35169,85433150,48200000,117608000000
20251125,019170,KR7019170000,신풍제약,KOSPI,14200,590,4.34,13740,14330,13700,400492,5633439715,52984990,752386858000
20251125,019175,KR7019171008,신풍제약우,KOSPI,24900,400,1.63,24800,25300,24550,3871,96017250,2200000,54780000000
20251125,019180,KR7019180009,티에이치엔,KOSPI,6350,-70,-1.09,6440,6640,6250,454179,2922845485,18000000,114300000000
20251125,019210,KR7019210004,와이지-원,KOSDAQ,4950,-110,-2.17,5070,5150,4945,433334,2164748914,33573819,166190404050
20251125,019440,KR7019440007,세아특수강,KOSPI,15590,-110,-.7,15790,15790,15560,6074,94909560,8570000,133606300000
20251125,019490,KR7019490002,엑시큐어하이트론,KOSPI,541,0,0,0,0,0,0,0,76432270,41349858070
20251125,019540,KR7019540004,일지테크,KOSDAQ,3975,-80,-1.97,4000,4040,3960,36822,146520580,13513500,53716162500
20251125,019550,KR7019550003,SBI인베스트먼트,KOSDAQ,664,-6,-.9,679,684,660,357864,238671732,162066575,107612205800
20251125,019570,KR7019570001,플루토스,KOSDAQ,277,-3,-1.07,280,286,276,273572,76422266,67110042,18589481634
20251125,019660,KR7019660000,글로본,KOSDAQ,2670,80,3.09,2555,2985,2555,16100,43877632,13944333,37231369110
20251125,019680,KR7019680008,대교,KOSPI,1996,15,.76,1969,2000,1962,112436,222329134,84702850,169066888600
20251125,019685,KR7019681006,대교우B,KOSPI,1218,-1,-.08,1203,1224,1200,4716,5677596,19426990,23662073820
20251125,019770,KR7019770007,서연탑메탈,KOSDAQ,3665,-25,-.68,3690,3700,3620,18690,68244760,11650000,42697250000
20251125,019990,KR7019990001,에너토크,KOSDAQ,7170,-90,-1.24,7300,7540,7080,91163,657057935,9756088,69951150960
20251125,020000,KR7020000006,한섬,KOSPI,15690,40,.26,15650,15800,15550,68384,1070766215,22437747,352048250430
20251125,020120,KR7020120002,키다리스튜디오,KOSPI,3460,-30,-.86,3490,3565,3450,61811,214814840,37063766,128240630360
20251125,020150,KR7020150009,롯데에너지머티리얼즈,KOSPI,42750,1750,4.27,42850,44650,41700,1429639,61883365850,52365463,2238623543250
20251125,020180,KR7020180006,대신정보통신,KOSDAQ,994,1,.1,999,1012,985,109893,109092125,38428915,38198341510
20251125,020400,KR7020400008,대동금속,KOSDAQ,6180,80,1.31,6060,6180,5930,34027,205766200,3189166,19709045880
20251125,020560,KR7020560009,아시아나항공,KOSPI,8200,-30,-.36,8240,8310,8200,56510,465138370,205990711,1689123830200
20251125,020710,KR7020710000,시공테크,KOSDAQ,4020,-10,-.25,4030,4080,3985,75173,301546917,20047970,80592839400
20251125,020760,KR7020760005,일진디스플,KOSPI,902,0,0,0,0,0,0,0,51513741,46465394382
20251125,021040,KR7021040001,대호특수강,KOSDAQ,1288,-12,-.92,1294,1310,1285,12144,15682917,21704774,27955748912
20251125,021045,KR7021041009,대호특수강우,KOSDAQ,2830,20,.71,2810,2840,2780,2621,7313435,848492,2401232360
20251125,021050,KR7021050000,서원,KOSPI,1020,-3,-.29,1030,1034,1011,105790,107868669,47474590,48424081800
20251125,021080,KR7021080007,에이티넘인베스트,KOSDAQ,2605,-20,-.76,2650,2660,2575,164232,428525417,48000000,125040000000
20251125,021240,KR7021240007,코웨이,KOSPI,89000,3300,3.85,85700,89500,85700,213187,18727050850,71909133,6399912837000
20251125,021320,KR7021320007,KCC건설,KOSDAQ,4915,0,0,4980,4980,4865,5287,25968320,21400000,105181000000
20251125,021650,KR7021650007,한국큐빅,KOSDAQ,2250,5,.22,2220,2325,2220,32858,74506635,16350563,36788766750
20251125,021820,KR7021820006,세원정공,KOSPI,12020,-180,-1.48,12110,12300,11890,11735,142598820,10000000,120200000000
20251125,021880,KR7021880000,메이슨캐피탈,KOSDAQ,249,-2,-.8,251,263,248,217430,54942878,212184408,52833917592
20251125,022100,KR7022100002,포스코DX,KOSPI,23600,-200,-.84,24000,24650,23450,354074,8440161625,152034729,3588019604400
20251125,022220,KR7022220008,티케이지애강,KOSDAQ,714,-7,-.97,713,729,692,265207,187061996,51794579,36981329406
20251125,023000,KR7023000003,삼원강재,KOSPI,2415,45,1.9,2395,2435,2365,53882,129091262,40000000,96600000000
20251125,023150,KR7023150006,MH에탄올,KOSPI,4935,-15,-.3,4970,5000,4900,2780,13788370,7378526,36413025810
20251125,023160,KR7023160005,태광,KOSDAQ,22200,-100,-.45,22450,22750,21900,254921,5657305425,26500000,588300000000
20251125,023350,KR7023350002,한국종합기술,KOSPI,4565,55,1.22,4560,4575,4500,15865,71939645,10950000,49986750000
20251125,023410,KR7023410004,유진기업,KOSDAQ,3445,-5,-.14,3465,3470,3425,72624,250355855,77310863,266335923035
20251125,023440,KR7023440001,제이스코홀딩스,KOSDAQ,661,-14,-2.07,680,690,645,902634,595619980,88616044,58575205084
20251125,023450,KR7023450000,동남합성,KOSPI,30000,150,.5,29950,30050,29750,1010,30154100,3500000,105000000000
20251125,023530,KR7023530009,롯데쇼핑,KOSPI,71100,-500,-.7,72100,72100,70700,51215,3645434000,28288755,2011330480500
20251125,023590,KR7023590003,다우기술,KOSPI,35800,0,0,36200,36600,35300,50122,1791170100,44866617,1606224888600
20251125,023600,KR7023600000,삼보판지,KOSDAQ,9000,0,0,8980,9180,8940,9117,81931970,16008300,144074700000
20251125,023760,KR7023760002,한국캐피탈,KOSDAQ,818,-3,-.37,821,825,813,228674,186799016,315609576,258168633168
20251125,023770,KR7023770001,플레이위드,KOSDAQ,3705,325,9.62,3480,3860,3480,195393,717603833,8946495,33146763975
20251125,023790,KR7023790009,동일스틸럭스,KOSDAQ,1626,-9,-.55,1636,1650,1551,436252,697153104,26139617,42503017242
20251125,023800,KR7023800006,인지컨트롤스,KOSPI,5860,-40,-.68,5960,5980,5860,17547,103392200,15809197,92641894420
20251125,023810,KR7023810005,인팩,KOSPI,6170,40,.65,6140,6230,6040,8480,51720330,10000000,61700000000
20251125,023900,KR7023900004,풍국주정,KOSDAQ,9240,-20,-.22,9340,9340,9150,3459,31888100,12600000,116424000000
20251125,023910,KR7023910003,대한약품,KOSDAQ,29550,-100,-.34,29700,30050,29500,4444,132118575,6000000,177300000000
20251125,023960,KR7023960008,에쓰씨엔지니어링,KOSPI,1161,-46,-3.81,1217,1225,1160,123353,145917519,38035975,44159766975
20251125,024060,KR7024060006,흥구석유,KOSDAQ,11980,-40,-.33,12070,12160,11960,54467,654791270,15000000,179700000000
20251125,024070,KR7024070005,WISCOM,KOSPI,1829,-3,-.16,1829,1912,1827,1446,2646809,15326438,28032055102
20251125,024090,KR7024090003,디씨엠,KOSPI,12370,40,.32,12300,12490,12230,6041,74731180,11400000,141018000000
20251125,024110,KR7024110009,기업은행,KOSPI,20150,50,.25,20300,20400,20000,836061,16892489700,797425869,16068131260350
20251125,024120,KR7024120008,KB오토시스,KOSDAQ,3410,5,.15,3440,3440,3365,6317,21358915,11500000,39215000000
20251125,024720,KR7024720005,콜마홀딩스,KOSPI,10100,-350,-3.35,10400,10530,10070,150709,1539340060,34296259,346392215900
20251125,024740,KR7024740003,한일단조,KOSDAQ,2095,5,.24,2095,2145,2095,93087,196444200,32897049,68919317655
20251125,024800,KR7024800005,유성티엔에스,KOSDAQ,2350,-10,-.42,2370,2405,2310,17172,40113505,37051812,87071758200
20251125,024830,KR7024830002,세원물산,KOSDAQ,10440,-60,-.57,10420,10590,10420,3239,33976760,8350000,87174000000
20251125,024840,KR7024840001,KBI메탈,KOSDAQ,1630,-16,-.97,1661,1679,1620,152606,250251879,34909199,56901994370
20251125,024850,KR7024850000,HLB이노베이션,KOSDAQ,1630,25,1.56,1610,1644,1610,51112,83125648,144536112,235593862560
20251125,024880,KR7024880007,케이피에프,KOSDAQ,5230,-120,-2.24,5350,5380,5190,88836,467620410,20682798,108171033540
20251125,024890,KR7024890006,대원화성,KOSPI,765,-5,-.65,775,780,755,11938,9106256,41249152,31555601280
20251125,024900,KR7024900003,디와이덕양,KOSPI,2130,35,1.67,2105,2140,2080,62034,130714650,32564980,69363407400
20251125,024910,KR7024910002,경창산업,KOSDAQ,1419,-4,-.28,1413,1452,1411,34571,49002108,35819005,50827168095
20251125,024940,KR7024940009,PN풍년,KOSDAQ,5140,-60,-1.15,5200,5250,5060,59964,307920060,10000000,51400000000
20251125,024950,KR7024950008,삼천리자전거,KOSDAQ,4025,-75,-1.83,4100,4155,3935,26511,107432001,13273577,53426147425
20251125,025000,KR7025000001,KPX케미칼,KOSPI,52900,500,.95,52400,53600,52100,15861,842863700,4840000,256036000000
20251125,025320,KR7025320003,시노펙스,KOSDAQ,5800,-10,-.17,5900,5950,5730,271529,1591426860,87733546,508854566800
20251125,025440,KR7025440009,DH오토웨어,KOSDAQ,730,10,1.39,730,737,717,31109,22482661,48781224,35610293520
20251125,025530,KR7025530007,SJM홀딩스,KOSPI,3725,5,.13,3725,3745,3705,4127,15361312,14934008,55629179800
20251125,025540,KR7025540006,한국단자,KOSPI,59800,0,0,60400,60600,59100,17848,1068863100,10115000,604877000000
20251125,025550,KR7025550005,한국선재,KOSDAQ,3410,25,.74,3395,3470,3395,97558,333891855,25514004,87002753640
20251125,025560,KR7025560004,미래산업,KOSPI,12520,790,6.73,11900,12570,11860,40287,492170190,4482654,56122828080
20251125,025620,KR7025620006,제이준코스메틱,KOSPI,11550,-530,-4.39,11710,12070,11360,43947,510969440,8479500,97938225000
20251125,025750,KR7025750001,한솔홈데코,KOSPI,629,-7,-1.1,631,641,628,229768,145050251,80565149,50675478721
20251125,025770,KR7025770009,한국정보통신,KOSDAQ,7720,-50,-.64,7780,7880,7690,11593,89743060,37444271,289069772120
20251125,025820,KR7025820002,이구산업,KOSPI,4530,-20,-.44,4560,4650,4500,165026,750678370,33442000,151492260000
20251125,025860,KR7025860008,남해화학,KOSPI,6400,-40,-.62,6480,6500,6370,27879,179196370,49678843,317944595200
20251125,025870,KR7025870007,신라에스지,KOSDAQ,5420,270,5.24,5160,6130,5150,278773,1571551015,4000000,21680000000
20251125,025880,KR7025880006,케이씨피드,KOSDAQ,2675,-30,-1.11,2700,2705,2675,31968,85809145,16715858,44714920150
20251125,025890,KR7025890005,한국주강,KOSPI,1667,17,1.03,1651,1668,1646,9455,15597938,11309259,18852534753
20251125,025900,KR7025900002,동화기업,KOSDAQ,8620,-30,-.35,8670,8970,8540,43524,375827640,50557285,435803796700
20251125,025950,KR7025950007,동신건설,KOSDAQ,13510,-200,-1.46,13650,13900,13320,9345,126408600,8400000,113484000000
20251125,025980,KR7025980004,아난티,KOSDAQ,7180,180,2.57,7040,7270,7010,1406623,10042732270,94699536,679942668480
20251125,026040,KR7026040006,제이에스티나,KOSDAQ,2985,100,3.47,2860,3065,2860,208464,624656257,16503790,49263813150
20251125,026150,KR7026150003,특수건설,KOSDAQ,5510,-70,-1.25,5580,5640,5460,47874,264719390,17546331,96680283810
20251125,026890,KR7026890004,스틱인베스트먼트,KOSPI,10760,640,6.32,10120,11000,10120,271809,2919013790,41678175,448457163000
20251125,026910,KR7026910000,광진실업,KOSDAQ,2500,-45,-1.77,2545,2555,2500,3908,9898935,6405405,16013512500
20251125,026940,KR7026940007,부국철강,KOSPI,2055,-15,-.72,2050,2085,2040,17790,36522700,20000000,41100000000
20251125,026960,KR7026960005,동서,KOSPI,27350,-750,-2.67,28350,28350,27350,68822,1905184725,99700000,2726795000000
20251125,027040,KR7027040005,서울전자통신,KOSDAQ,183,-5,-2.66,194,204,179,1946393,360897133,69588847,12734759001
20251125,027050,KR7027050004,코리아나,KOSDAQ,2280,-45,-1.94,2315,2345,2280,345667,796501549,40000000,91200000000
20251125,027360,KR7027360007,아주IB투자,KOSDAQ,1933,-24,-1.23,1961,2005,1913,522051,1011751873,121145406,234174069798
20251125,027410,KR7027410000,BGF,KOSPI,3905,-100,-2.5,4035,4035,3890,117395,462062551,95716791,373774068855
20251125,027580,KR7027580000,상보,KOSDAQ,767,5,.66,762,775,758,150886,115726037,59181279,45392040993
20251125,027710,KR7027710003,팜스토리,KOSDAQ,1143,-14,-1.21,1157,1160,1140,219670,252224179,111416600,127349173800
20251125,027740,KR7027740000,마니커,KOSPI,771,-3,-.39,774,790,768,161477,125443230,63511228,48967156788
20251125,027830,KR7027830009,대성창투,KOSDAQ,1460,-23,-1.55,1480,1505,1455,180649,266033089,54000000,78840000000
20251125,027970,KR7027970003,한국제지,KOSPI,733,2,.27,735,735,727,66574,48625322,190178237,139400647721
20251125,028050,KR7028050003,삼성E&A,KOSPI,25100,-250,-.99,25600,25800,24950,505292,12771309125,196000000,4919600000000
20251125,028080,KR7028080000,휴맥스홀딩스,KOSDAQ,1518,-27,-1.75,1525,1588,1518,6041,9238071,12577506,19092654108
20251125,028100,KR7028100006,동아지질,KOSPI,15670,40,.26,15640,15800,15400,33937,526445380,13389502,209813496340
20251125,028260,KR7028260008,삼성물산,KOSPI,228500,10500,4.82,225000,230500,223500,468197,106179635500,169976544,38839640304000
20251125,02826K,KR702826K016,삼성물산우B,KOSPI,141500,3600,2.61,143000,145000,139500,11559,1636626150,1467590,207663985000
20251125,028300,KR7028300002,HLB,KOSDAQ,45800,1650,3.74,44800,46150,44450,365713,16658681550,131833110,6037956438000
20251125,028670,KR7028670008,팬오션,KOSPI,3670,5,.14,3700,3710,3655,626579,2308551780,534569512,1961870109040
20251125,029460,KR7029460003,케이씨,KOSPI,24600,400,1.65,24600,25200,24050,20402,502583250,13231263,325489069800
20251125,029480,KR7029480001,광무,KOSDAQ,2125,0,0,2130,2150,2090,174367,369400862,63635826,135226130250
20251125,029530,KR7029530003,신도리코,KOSPI,45450,-600,-1.3,45500,45750,44650,9135,414033825,10080029,458137318050
20251125,029780,KR7029780004,삼성카드,KOSPI,54000,500,.93,53300,54700,53300,81468,4409633850,115858891,6256380114000
20251125,030000,KR7030000004,제일기획,KOSPI,22500,0,0,22550,22800,22350,236158,5322440225,115041225,2588427562500
20251125,030190,KR7030190003,NICE평가정보,KOSPI,16920,170,1.01,16820,17090,16690,74629,1263151015,59506593,1006851553560
20251125,030200,KR7030200000,KT,KOSPI,49850,-250,-.5,50000,50300,49500,209771,10477363881,252021685,12563280997250
20251125,030210,KR7030210009,다올투자증권,KOSPI,3330,-20,-.6,3360,3410,3325,104753,350962360,60911106,202833982980
20251125,030350,KR7030350003,드래곤플라이,KOSDAQ,973,0,0,0,0,0,0,0,13877794,13503093562
20251125,030520,KR7030520001,한글과컴퓨터,KOSDAQ,23150,800,3.58,22850,23550,22650,130477,3023428075,24179744,559761073600
20251125,030530,KR7030530000,원익홀딩스,KOSDAQ,24550,2500,11.34,23000,25000,22150,3714141,89028285375,77237981,1896192433550
20251125,030610,KR7030610000,교보증권,KOSPI,9110,10,.11,9250,9280,9010,91022,828016655,113962961,1038202574710
20251125,030720,KR7030720007,동원수산,KOSPI,6040,120,2.03,5920,6140,5920,106689,643501085,4653805,28108982200
20251125,030960,KR7030960009,양지사,KOSDAQ,8750,30,.34,8590,8760,8590,65440,566579730,15980000,139825000000
20251125,031210,KR7031210008,서울보증보험,KOSPI,48450,-100,-.21,49000,49950,48350,43862,2142099700,69821598,3382856423100
20251125,031310,KR7031310006,아이즈비전,KOSDAQ,1401,-6,-.43,1405,1417,1397,45623,63969387,26355043,36923415243
20251125,031330,KR7031330004,에스에이엠티,KOSDAQ,3490,-60,-1.69,3600,3620,3465,1525750,5349414714,99995067,348982783830
20251125,031430,KR7031430002,신세계인터내셔날,KOSPI,10050,-100,-.99,10150,10250,10010,33549,338982700,35343000,355197150000
20251125,031440,KR7031440001,신세계푸드,KOSPI,40750,-350,-.85,41100,41150,40300,5259,213873925,3872480,157803560000
20251125,031510,KR7031510001,오스템,KOSDAQ,1032,4,.39,1028,1032,1017,27739,28473836,28000000,28896000000
20251125,031820,KR7031820004,아이티센씨티에스,KOSPI,570,-4,-.7,572,585,569,136309,78047934,121051466,68999335620
20251125,031860,KR7031860000,디에이치엑스컴퍼니,KOSDAQ,702,12,1.74,690,706,686,73783,51224161,18985423,13327766946
20251125,031980,KR7031980006,피에스케이홀딩스,KOSDAQ,42150,-1800,-4.1,45400,45550,42000,176304,7613626950,21562395,908854949250
20251125,032080,KR7032080004,아즈텍WB,KOSDAQ,1252,7,.56,1235,1280,1190,23414,28925118,21491029,26906768308
20251125,032190,KR7032190001,다우데이타,KOSDAQ,16480,20,.12,16740,16930,16410,62409,1037539300,38300000,631184000000
20251125,032280,KR7032280000,삼일,KOSDAQ,1411,13,.93,1399,1415,1384,53855,75022855,16213590,22877375490
20251125,032300,KR7032300006,한국파마,KOSDAQ,13490,90,.67,13400,13600,13380,3796,51090350,10906701,147131396490
20251125,032350,KR7032350001,롯데관광개발,KOSPI,20700,-1250,-5.69,21950,22300,20275,1611531,33901605500,79539484,1646467318800
20251125,032500,KR7032500001,케이엠더블유,KOSDAQ,14470,350,2.48,14510,14560,14000,188997,2684159875,40905109,591896927230
20251125,032540,KR7032540007,TJ미디어,KOSDAQ,5350,-60,-1.11,5360,5460,5340,2756,14803450,13931609,74534108150
20251125,032560,KR7032560005,황금에스티,KOSPI,6080,-30,-.49,6110,6140,6020,16868,102720660,17000000,103360000000
20251125,032580,KR7032580003,피델릭스,KOSDAQ,1091,-6,-.55,1132,1133,1088,128277,141885066,33132064,36147081824
20251125,032620,KR7032620007,유비케어,KOSDAQ,3780,-50,-1.31,3835,3895,3765,111635,424706340,52197139,197305185420
20251125,032640,KR7032640005,LG유플러스,KOSPI,15200,-730,-4.58,16000,16000,15110,940266,14432916330,429828355,6533390996000
20251125,032680,KR7032680001,소프트센,KOSDAQ,263,-1,-.38,262,265,261,267367,70071654,105590764,27770370932
20251125,032685,KR7032681009,소프트센우,KOSDAQ,6110,-160,-2.55,6080,6190,6080,60,365510,357142,2182137620
20251125,032750,KR7032750002,삼진,KOSDAQ,3530,5,.14,3525,3545,3485,28434,100238135,9031122,31879860660
20251125,032790,KR7032790008,엠젠솔루션,KOSDAQ,1013,-29,-2.78,1033,1074,1012,104904,107913778,48622435,49254526655
20251125,032800,KR7032800005,판타지오,KOSDAQ,518,-10,-1.89,530,535,518,70828,37246241,45957058,23805756044
20251125,032820,KR7032820003,우리기술,KOSDAQ,3745,125,3.45,3670,3820,3670,3103799,11563397901,166647878,624096303110
20251125,032830,KR7032830002,삼성생명,KOSPI,146700,1900,1.31,149100,150400,145400,191417,28112534550,200000000,29340000000000
20251125,032850,KR7032850000,비트컴퓨터,KOSDAQ,4705,-85,-1.77,4820,4845,4685,84771,400853583,16623293,78212593565
20251125,032860,KR7032860009,더라미,KOSDAQ,1266,-134,-9.57,1410,1419,1248,586295,749507592,40395863,51141162558
20251125,032940,KR7032940009,원익,KOSDAQ,7030,-20,-.28,7200,7330,7010,230960,1653168720,18193230,127898406900
20251125,032960,KR7032960007,동일기연,KOSDAQ,13130,-30,-.23,13130,13260,12900,5713,74941700,4118595,54077152350
20251125,032980,KR7032980005,바이온,KOSDAQ,604,0,0,0,0,0,0,0,30388995,18354952980
20251125,033050,KR7033050006,제이엠아이,KOSDAQ,798,-2,-.25,787,798,782,16293,12833870,32579342,25998314916
20251125,033100,KR7033100009,제룡전기,KOSDAQ,33050,-350,-1.05,33900,34450,33000,78742,2631747400,16062409,530862617450
20251125,033130,KR7033130006,디지틀조선,KOSDAQ,1483,-16,-1.07,1499,1514,1482,87475,130826786,37115267,55041940961
20251125,033160,KR7033160003,엠케이전자,KOSDAQ,8280,320,4.02,8110,8440,8110,144081,1203336340,22583214,186989011920
20251125,033170,KR7033170002,시그네틱스,KOSDAQ,800,94,13.31,732,917,732,25948050,22289570529,85728319,68582655200
20251125,033180,KR7033180001,KH 필룩스,KOSPI,5310,0,0,0,0,0,0,0,26020020,138166306200
20251125,033200,KR7033200007,모아텍,KOSDAQ,3015,-40,-1.31,3105,3110,3000,2144,6523435,14331185,43208522775
20251125,033230,KR7033230004,인성정보,KOSDAQ,1783,-16,-.89,1806,1848,1772,379220,682774365,50515380,90068922540
20251125,033240,KR7033240003,자화전자,KOSPI,17180,350,2.08,17030,17570,16910,98427,1698402140,21756636,373779006480
20251125,033250,KR7033250002,체시스,KOSPI,1040,17,1.66,1026,1115,1014,894434,946401883,32000000,33280000000
20251125,033270,KR7033270000,유나이티드제약,KOSPI,19040,-420,-2.16,19640,19640,19040,32102,616420665,16333822,310995970880
20251125,033290,KR7033290008,코웰패션,KOSDAQ,2050,20,.99,2055,2055,1999,59651,121137839,56156301,115120417050
20251125,033310,KR7033310004,엠투엔,KOSDAQ,1725,-28,-1.6,1753,1784,1725,59867,104185043,40342231,69590348475
20251125,033320,KR7033320003,제이씨현시스템,KOSDAQ,4240,-35,-.82,4270,4455,4220,67094,286976587,19114432,81045191680
20251125,033340,KR7033340001,좋은사람들,KOSDAQ,1470,55,3.89,1421,1508,1421,1835388,2705446161,96950558,142517320260
20251125,033500,KR7033500000,동성화인텍,KOSDAQ,24450,-1900,-7.21,26800,26800,24250,330299,8268573325,29989494,733243128300
20251125,033530,KR7033530007,SJG세종,KOSPI,8110,-90,-1.1,8260,8370,8040,313849,2566279585,27820961,225627993710
20251125,033540,KR7033540006,파라텍,KOSDAQ,1107,-8,-.72,1101,1126,1097,95629,105617569,37751063,41790426741
20251125,033560,KR7033560004,블루콤,KOSDAQ,2760,-55,-1.95,2815,2820,2685,85020,232983455,17100000,47196000000
20251125,033640,KR7033640004,네패스,KOSDAQ,16880,560,3.43,16860,17250,16660,78154,1328081725,23059202,389239329760
20251125,033780,KR7033780008,KT&G,KOSPI,140200,-6300,-4.3,146400,146500,139800,322552,45781419250,117976645,16540325629000
20251125,033790,KR7033790007,피노,KOSDAQ,3865,-5,-.13,3865,4015,3820,75214,293128617,68037321,262964245665
20251125,033830,KR7033830001,티비씨,KOSDAQ,607,-10,-1.62,614,619,606,52851,32221374,100000000,60700000000
20251125,033920,KR7033920000,무학,KOSPI,7960,-100,-1.24,8160,8160,7920,65977,527885930,28500000,226860000000
20251125,034020,KR7034020008,두산에너빌리티,KOSPI,73500,1000,1.38,74500,75300,72800,2759653,204203996250,640561146,47081244231000
20251125,034120,KR7034120006,SBS,KOSPI,19230,30,.16,19230,19350,19100,11076,212526050,18551238,356740306740
20251125,034220,KR7034220004,LG디스플레이,KOSPI,12230,10,.08,12370,12430,12130,1202464,14741918440,500000000,6115000000000
20251125,034230,KR7034230003,파라다이스,KOSPI,16730,-570,-3.29,17330,17550,16670,1525839,25851607365,92405559,1545945002070
20251125,034310,KR7034310003,NICE,KOSPI,13840,0,0,13850,13860,13580,91519,1256817210,37128442,513857637280
20251125,034590,KR7034590000,인천도시가스,KOSPI,26000,-200,-.76,26000,26200,25900,5027,130713825,4374754,113743604000
20251125,034730,KR7034730002,SK,KOSPI,249000,-500,-.2,257500,262000,248500,158349,39927204750,72502703,18053173047000
20251125,03473K,KR703473K016,SK우,KOSPI,183800,-1900,-1.02,190000,192000,183800,2606,485244200,566135,104055613000
20251125,034810,KR7034810002,해성산업,KOSDAQ,7260,-70,-.95,7330,7400,7200,23786,172453350,32556857,236362781820
20251125,03481K,KR703481K019,해성산업1우,KOSDAQ,7110,-30,-.42,7140,7190,7110,187,1332930,1388922,9875235420
20251125,034830,KR7034830000,한국토지신탁,KOSPI,1297,-13,-.99,1320,1320,1293,400414,521836025,252489230,327478531310
20251125,034940,KR7034940007,조아제약,KOSDAQ,980,-44,-4.3,1015,1032,978,204431,204300679,30979827,30360230460
20251125,034950,KR7034950006,한국기업평가,KOSDAQ,98200,-1000,-1.01,99500,99500,97900,3170,312026950,4540514,445878474800
20251125,035000,KR7035000009,HS애드,KOSPI,8860,20,.23,8950,9040,8710,7204,63499615,16567409,146787243740
20251125,035080,KR7035080001,그래디언트,KOSDAQ,11780,20,.17,11800,11940,11750,9117,107911925,13676598,161110324440
20251125,035150,KR7035150002,백산,KOSPI,12970,-130,-.99,13200,13210,12970,17623,230259950,20538867,266389104990
20251125,035200,KR7035200005,프럼파스트,KOSDAQ,3450,15,.44,3450,3485,3420,44857,154903095,9730590,33570535500
20251125,035250,KR7035250000,강원랜드,KOSPI,17530,-390,-2.18,17960,18010,17520,387723,6872201355,213940500,3750376965000
20251125,035290,KR7035290006,골드앤에스,KOSDAQ,369,9,2.5,360,395,356,1103269,410737907,47676480,17592621120
20251125,035420,KR7035420009,NAVER,KOSPI,253000,-8000,-3.07,262500,262500,250500,1218659,310292775250,156852638,39683717414000
20251125,035460,KR7035460005,기산텔레콤,KOSDAQ,1805,-18,-.99,1802,1835,1783,29358,52870996,14577340,26312098700
20251125,035510,KR7035510007,신세계 I&C,KOSPI,16650,-200,-1.19,17230,17230,16450,114406,1912605605,13980900,232781985000
20251125,035600,KR7035600006,KG이니시스,KOSDAQ,10450,-110,-1.04,10590,10660,10330,99177,1032873110,27554434,287943835300
