연번,과제명,사업명,공고명,세부공고명,사업년도,주관기관,관리기관,전문기관,산업기술분류
314,무역 빅데이터 기반 바이어 RFM 분석 및 AI 카테고리 분류 기법을 통한 의료기기 바이어 매칭 알고리즘 기술개발,창업성장기술개발(일반),2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024 ,(주)딜리버리엠,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>Internet SW
315,스마트 에너지 진단분석 EMS 시스템 개발,창업성장기술개발(일반),2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024 ,주식회사아이로드,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>홈 네트워크>홈네트워크 응용 및 서비스 기술
316,캔들타입 세라믹 필터를 적용한 200kW 발전기 미세먼지 저감장치(PM-NOx 동시 저감장치)개발,창업성장기술개발(일반),2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024 ,주식회사 셀라1,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>에너지/환경기계 시스템>대기오염 방지 설비
317,AI 디지털 음원 유통 자동화 플랫폼 ‘커넥트 뮤직’ 개발,창업성장기술개발(일반),2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024 ,커넥트인컴퍼니,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
318,회전각 위치검출 및 회전방향/속도의 고정밀 제어가 가능한 ‘AI & 반도체向 초박형 고분해능 Encoder’ 가 적용된 로봇관절 개발(多관절 로봇用),창업성장기술개발(일반),2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024 ,주식회사 어드밴스솔루션,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>요소부품>회전축용 요소부품
319,사회정서교육의 효과 극대화를 위한 'AI 사회정서 평가 플랫폼 및 교재' 개발,창업성장기술개발(일반),2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024 ,주식회사책책,중소기업기술정보진흥원,중소기업기술정보진흥원,지식서비스>인적자원역량개발서비스>지능형 학습지원/관리기술
320,고 인장 특성을 포함하는 강화 복합막 개발을 통한 고성능의 소형 모빌리티 수소연료전지 스택(stack) 제작,창업성장기술개발(일반),2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024 ,에너폴리켐,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>금속 재료>에너지소재기술
321,CMF(Capiliary Membrane Filtration)를 활용한 이차전지 양극재 전구체 제조 공정기술개발,창업성장기술개발(일반),2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024 ,주식회사 네오퍼스,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>에너지/환경기계 시스템>에너지/환경 제어설비
322,DARKFIELD LIGHT 영상분석을 활용한 철강재 불량검사시스템 개발,창업성장기술개발(일반),2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024 ,(주)더아이앤씨,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
323,AI음성 학습 데이터 오염 기술을 통한 창작자 데이터 보호 기술개발,창업성장기술개발(일반),2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024 ,912 Communication,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>지식정보보안>정보보안
324,옥수수 바이오매스 수용성 PU 및 바이오매스 나노섬유를 활용한 바이오 재생가죽 원단 개발,창업성장기술개발(일반),2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024 ,(주)컨셔스웨어,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>청정 생산>유해 원부재료 대체기술
325,AI 피부측정기반 뷰티디바이스 연동형 개인 맞춤형 기능성 화장품 휴먼 인공지능 솔루션,창업성장기술개발(일반),2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024 ,(주)아르코벤처스,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>RFID/ USN>활용서비스 플랫홈 및 응용SW
326,실시간 작업장 환경 및 작업자 생체정보 측정기반의 지능형 안전사고 예방시스템,창업성장기술개발(일반),2024년도 창업성장기술개발사업 디딤돌(도약_일반) 과제 제1차 시행계획 공고,2024년도 창업성장기술개발사업 디딤돌(도약_일반) 과제 제1차 시행계획 공고,2024 ,(주)파밀리데이터,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
327,"스퍼터링 & Lift-off 방식을 통해 세정이 가능하고 고해상도 OLEDoS 생산이 가능한, 국산 FMM",창업성장기술개발(일반),2024년도 창업성장기술개발사업 디딤돌(도약_일반) 과제 제1차 시행계획 공고,2024년도 창업성장기술개발사업 디딤돌(도약_일반) 과제 제1차 시행계획 공고,2024 ,주식회사 에이디에스,중소기업기술정보진흥원,중소기업기술정보진흥원,전기ㆍ전자>반도체장비>기타 반도체장비
328,"무(無) 배터리(battery-less)와 비접촉(Touch-less)의 특징을 지닌, 공중보건과 사회적 약자를 고려한 무선(RF) 기반의 ‘출입문 발판 센서’ 및 ‘프로세스’ 개발",창업성장기술개발(일반),2024년도 창업성장기술개발사업 디딤돌(도약_일반) 과제 제1차 시행계획 공고,2024년도 창업성장기술개발사업 디딤돌(도약_일반) 과제 제1차 시행계획 공고,2024 ,시온전자(주),중소기업기술정보진흥원,중소기업기술정보진흥원,전기ㆍ전자>전기 전자 부품>센서 부품
329,초소형 초분광 카메라 모듈 개발,창업성장기술개발(일반),2024년도 창업성장기술개발사업 디딤돌(도약_일반) 과제 제1차 시행계획 공고,2024년도 창업성장기술개발사업 디딤돌(도약_일반) 과제 제1차 시행계획 공고,2024 ,주식회사 마이크로픽스,중소기업기술정보진흥원,중소기업기술정보진흥원,전기ㆍ전자>반도체소자및시스템>Sensor용 소자
330,인공지능 기반 실시간 3D 얼굴 메쉬 생성 및 포토리얼리스틱 표현 기술개발,창업성장기술개발(일반),2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024년도 창업성장기술개발사업 디딤돌(도약_여성참여활성화) 과제 제1차 시행계획 공고,2024 ,매트릭스테크 주식회사,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>디지털콘텐츠>가상현실
331,콜레스테롤 대사 조절제를 이용한 만성신장질환 치료제 개발,창업성장기술개발(일반),2024년도 창업성장기술개발사업 디딤돌(도약_일반) 과제 제1차 시행계획 공고,2024년도 창업성장기술개발사업 디딤돌(도약_일반) 과제 제1차 시행계획 공고,2024 ,레나투스,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>의약 바이오>원료의약품
332,생성형 AI 기술을 활용한 기업 수요 맞춤형 산업 재직자 역량 강화 PBT 플랫폼 고도화,창업성장기술개발(일반),2024년도 창업성장기술개발사업 디딤돌(도약_일반) 과제 제1차 시행계획 공고,2024년도 창업성장기술개발사업 디딤돌(도약_일반) 과제 제1차 시행계획 공고,2024 ,주식회사 매직에꼴,중소기업기술정보진흥원,중소기업기술정보진흥원,지식서비스>인적자원역량개발서비스>지능형 학습지원/관리기술
333,복합제 정제 제조를 위한 이층정 타정기(Double Layer) 개발,창업성장기술개발(일반),2024년도 창업성장기술개발사업 디딤돌(도약_일반) 과제 제1차 시행계획 공고,2024년도 창업성장기술개발사업 디딤돌(도약_일반) 과제 제1차 시행계획 공고,2024 ,(주)프렌드니어,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>정밀생산기계>기타 정밀생산기계 관련기술
334,운동 자세 및 신체 둘레 측정 기반의 모바일 비대면 PT 솔루션 개발,창업성장기술개발(일반),2024년도 창업성장기술개발사업 디딤돌(도약_일반) 과제 제1차 시행계획 공고,2024년도 창업성장기술개발사업 디딤돌(도약_일반) 과제 제1차 시행계획 공고,2024 ,제네핏,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>SW솔루션
335,AI 및 웨어러블 기술 기반 재활 분석 스마트 재활 장갑 개발,창업성장기술개발(일반),2024년도 창업성장기술개발사업 디딤돌(도약_일반) 과제 제1차 시행계획 공고,2024년도 창업성장기술개발사업 디딤돌(도약_일반) 과제 제1차 시행계획 공고,2024 ,주식회사 이스트,중소기업기술정보진흥원,중소기업기술정보진흥원,바이오ㆍ의료>기능복원/보조 및 복지기기>재활훈련기기
336,AI 딥러닝 기반 신호등 없는 진입로 안내시스템 개발,창업성장기술개발(일반),2024년도 창업성장기술개발사업 디딤돌(도약_일반) 과제 제1차 시행계획 공고,2024년도 창업성장기술개발사업 디딤돌(도약_일반) 과제 제1차 시행계획 공고,2024 ,과학기술교육진흥협동조합,중소기업기술정보진흥원,중소기업기술정보진흥원,정보통신>소프트웨어>임베디드 SW
337,전기 오토바이용 BSS 배터리팩 타켓 14Inch Wheel In 7kW Out Rotor BLDC 전동기 개발,창업성장기술개발(일반),2024년도 창업성장기술개발사업 디딤돌(도약_일반) 과제 제1차 시행계획 공고,2024년도 창업성장기술개발사업 디딤돌(도약_일반) 과제 제1차 시행계획 공고,2024 ,주식회사 주진기술,중소기업기술정보진흥원,중소기업기술정보진흥원,기계ㆍ소재>자동차/철도차량>엔진 및 동력전달장치
